gene_symbol,gene_name,entrez_id,chromosome
CTGF,connective tissue growth factor,1490.0,6
CTLA4,cytotoxic T-lymphocyte-associated protein 4,1493.0,2
CTNNA1,"catenin (cadherin-associated protein), alpha 1, 102kDa",1495.0,5
CTNNA2,"catenin (cadherin-associated protein), alpha 2",1496.0,2
CTNS,"cystinosin, lysosomal cystine transporter",1497.0,17
CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa",1499.0,3
CTNND2,"catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)",1501.0,5
CTPS,CTP synthase 1,1503.0,1
CTRB1,chymotrypsinogen B1,1504.0,16
CTRL,chymotrypsin-like,1506.0,16
CTSD,cathepsin D,1509.0,11
CTSE,cathepsin E,1510.0,1
CTSG,cathepsin G,1511.0,14
CTSK,cathepsin K,1513.0,1
CTSL2,cathepsin L2,1515.0,9
CTSO,cathepsin O,1519.0,4
CTSS,cathepsin S,1520.0,1
CTSW,cathepsin W,1521.0,11
CTSZ,cathepsin Z,1522.0,20
DUSP8,dual specificity phosphatase 8,1850.0,11
DUSP9,dual specificity phosphatase 9,1852.0,X
DVL1,"dishevelled, dsh homolog 1 (Drosophila)",1855.0,1
DVL2,"dishevelled, dsh homolog 2 (Drosophila)",1856.0,17
DVL3,"dishevelled, dsh homolog 3 (Drosophila)",1857.0,3
TOR1A,"torsin family 1, member A (torsin A)",1861.0,9
E2F1,E2F transcription factor 1,1869.0,20
E2F2,E2F transcription factor 2,1870.0,1
E2F3,E2F transcription factor 3,1871.0,6
E2F4,"E2F transcription factor 4, p107/p130-binding",1874.0,16
E4F1,E4F transcription factor 1,1877.0,16
EBF1,early B-cell factor 1,1879.0,5
GPR183,G protein-coupled receptor 183,1880.0,13
ECH1,"enoyl CoA hydratase 1, peroxisomal",1891.0,19
ECHS1,"enoyl CoA hydratase, short chain, 1, mitochondrial",1892.0,10
ECM1,extracellular matrix protein 1,1893.0,1
ECT2,epithelial cell transforming sequence 2 oncogene,1894.0,3
S1PR1,sphingosine-1-phosphate receptor 1,1901.0,1
S1PR3,sphingosine-1-phosphate receptor 3,1903.0,9
EDN1,endothelin 1,1906.0,6
EDN2,endothelin 2,1907.0,1
EDNRA,endothelin receptor type A,1909.0,4
PHC1,polyhomeotic homolog 1 (Drosophila),1911.0,12
PHC2,polyhomeotic homolog 2 (Drosophila),1912.0,1
EEF1A1,eukaryotic translation elongation factor 1 alpha 1,1915.0,6
EEF1A2,eukaryotic translation elongation factor 1 alpha 2,1917.0,20
EEF1G,eukaryotic translation elongation factor 1 gamma,1937.0,11
EEF2,eukaryotic translation elongation factor 2,1938.0,19
LGTN,eukaryotic translation initiation factor 2D,1939.0,1
EFNA1,ephrin-A1,1942.0,1
EFNA2,ephrin-A2,1943.0,19
EFNA3,ephrin-A3,1944.0,1
EFNA5,ephrin-A5,1946.0,5
EFNB1,ephrin-B1,1947.0,X
EFNB2,ephrin-B2,1948.0,13
EFNB3,ephrin-B3,1949.0,17
EGF,epidermal growth factor,1950.0,4
CELSR3,"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)",1951.0,3
CELSR2,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)",1952.0,1
MEGF8,multiple EGF-like-domains 8,1954.0,19
EGFR,epidermal growth factor receptor,1956.0,7
EPHA4,EPH receptor A4,2043.0,2
EPHA7,EPH receptor A7,2045.0,6
EPHA8,EPH receptor A8,2046.0,1
EPHB1,EPH receptor B1,2047.0,3
EPHB3,EPH receptor B3,2049.0,3
EPHB4,EPH receptor B4,2050.0,7
EPHB6,EPH receptor B6,2051.0,7
EPHX1,"epoxide hydrolase 1, microsomal (xenobiotic)",2052.0,1
EPHX2,"epoxide hydrolase 2, cytoplasmic",2053.0,8
STX2,syntaxin 2,2054.0,12
CLN8,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",2055.0,8
EPO,erythropoietin,2056.0,7
EPOR,erythropoietin receptor,2057.0,19
EPRS,glutamyl-prolyl-tRNA synthetase,2058.0,1
EPS8,epidermal growth factor receptor pathway substrate 8,2059.0,12
EPS15,epidermal growth factor receptor pathway substrate 15,2060.0,1
NR2F6,"nuclear receptor subfamily 2, group F, member 6",2063.0,19
ERCC1,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)",2067.0,19
ERCC2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",2068.0,19
EREG,epiregulin,2069.0,4
ERCC3,"excision repair cross-complementing rodent repair deficiency, complementation group 3",2071.0,2
ERCC4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",2072.0,16
ERCC6,"excision repair cross-complementing rodent repair deficiency, complementation group 6",2074.0,10
ERF,Ets2 repressor factor,2077.0,19
ERH,enhancer of rudimentary homolog (Drosophila),2079.0,14
ERN1,endoplasmic reticulum to nucleus signaling 1,2081.0,17
AC005393.1,fibrillarin,2091.0,19
ESD,esterase D,2098.0,13
ESRRA,estrogen-related receptor alpha,2101.0,11
ESRRB,estrogen-related receptor beta,2103.0,14
ETF1,eukaryotic translation termination factor 1,2107.0,5
ETFB,"electron-transfer-flavoprotein, beta polypeptide",2109.0,19
ETFDH,electron-transferring-flavoprotein dehydrogenase,2110.0,4
ETV1,ets variant 1,2115.0,7
ETV3,ets variant 3,2117.0,1
ETV5,ets variant 5,2119.0,3
ETV6,ets variant 6,2120.0,12
EVI1,MDS1 and EVI1 complex locus,2122.0,3
EVI2A,ecotropic viral integration site 2A,2123.0,17
EVI2B,ecotropic viral integration site 2B,2124.0,17
EVPL,envoplakin,2125.0,17
EVX1,even-skipped homeobox 1,2128.0,7
EXT1,exostosin 1,2131.0,8
EXTL1,exostoses (multiple)-like 1,2134.0,1
EXTL3,exostoses (multiple)-like 3,2137.0,8
EYA3,eyes absent homolog 3 (Drosophila),2140.0,1
EZH1,enhancer of zeste homolog 1 (Drosophila),2145.0,17
F2,coagulation factor II (thrombin),2147.0,11
F2R,coagulation factor II (thrombin) receptor,2149.0,5
F2RL1,coagulation factor II (thrombin) receptor-like 1,2150.0,5
F2RL2,coagulation factor II (thrombin) receptor-like 2,2151.0,5
F3,"coagulation factor III (thromboplastin, tissue factor)",2152.0,1
F5,"coagulation factor V (proaccelerin, labile factor)",2153.0,1
F9,coagulation factor IX,2158.0,X
F10,coagulation factor X,2159.0,13
DLX4,distal-less homeobox 4,1748.0,17
DMP1,dentin matrix acidic phosphoprotein 1,1758.0,4
DMRT1,doublesex and mab-3 related transcription factor 1,1761.0,9
DNAH5,"dynein, axonemal, heavy chain 5",1767.0,5
DNAH8,"dynein, axonemal, heavy chain 8",1769.0,6
DNASE1,deoxyribonuclease I,1773.0,16
DNASE1L1,deoxyribonuclease I-like 1,1774.0,X
DNASE1L2,deoxyribonuclease I-like 2,1775.0,16
DNASE1L3,deoxyribonuclease I-like 3,1776.0,3
DYNC1H1,"dynein, cytoplasmic 1, heavy chain 1",1778.0,14
DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",1780.0,7
DYNC1I2,"dynein, cytoplasmic 1, intermediate chain 2",1781.0,2
DYNC1LI2,"dynein, cytoplasmic 1, light intermediate chain 2",1783.0,16
DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha,1788.0,2
DOCK1,dedicator of cytokinesis 1,1793.0,10
DOCK2,dedicator of cytokinesis 2,1794.0,5
DOCK3,dedicator of cytokinesis 3,1795.0,3
DOK1,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)",1796.0,2
DOM3Z,dom-3 homolog Z (C. elegans),1797.0,6
DPAGT1,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),1798.0,11
DPP4,dipeptidyl-peptidase 4,1803.0,2
DPT,dermatopontin,1805.0,1
F11,coagulation factor XI,2160.0,4
F12,coagulation factor XII (Hageman factor),2161.0,5
F13A1,"coagulation factor XIII, A1 polypeptide",2162.0,6
F13B,"coagulation factor XIII, B polypeptide",2165.0,1
FAAH,fatty acid amide hydrolase,2166.0,1
FABP4,"fatty acid binding protein 4, adipocyte",2167.0,8
FABP1,"fatty acid binding protein 1, liver",2168.0,2
FABP2,"fatty acid binding protein 2, intestinal",2169.0,4
FABP3,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",2170.0,1
FABP5,fatty acid binding protein 5 (psoriasis-associated),2171.0,8
FABP6,"fatty acid binding protein 6, ileal",2172.0,5
FABP7,"fatty acid binding protein 7, brain",2173.0,6
FANCA,"Fanconi anemia, complementation group A",2175.0,16
FANCC,"Fanconi anemia, complementation group C",2176.0,9
FANCD2,"Fanconi anemia, complementation group D2",2177.0,3
FANCE,"Fanconi anemia, complementation group E",2178.0,6
ACSL1,acyl-CoA synthetase long-chain family member 1,2180.0,4
ACSL4,acyl-CoA synthetase long-chain family member 4,2182.0,X
FAH,fumarylacetoacetate hydrolase (fumarylacetoacetase),2184.0,15
BPTF,bromodomain PHD finger transcription factor,2186.0,17
FANCF,"Fanconi anemia, complementation group F",2188.0,11
FANCG,"Fanconi anemia, complementation group G",2189.0,9
FAP,"fibroblast activation protein, alpha",2191.0,2
FARSA,"phenylalanyl-tRNA synthetase, alpha subunit",2193.0,19
FASN,fatty acid synthase,2194.0,17
FAT1,FAT tumor suppressor homolog 1 (Drosophila),2195.0,4
FAT2,FAT tumor suppressor homolog 2 (Drosophila),2196.0,5
FAU,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed,2197.0,11
FBN1,fibrillin 1,2200.0,15
FBN2,fibrillin 2,2201.0,5
FBP1,"fructose-1,6-bisphosphatase 1",2203.0,9
FCER1A,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",2205.0,1
MS4A2,"membrane-spanning 4-domains, subfamily A, member 2",2206.0,11
FCER1G,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide",2207.0,1
FCER2,"Fc fragment of IgE, low affinity II, receptor for (CD23)",2208.0,19
FCGR1A,"Fc fragment of IgG, high affinity Ia, receptor (CD64)",2209.0,1
FCGR3A,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",2214.0,1
FCGR3B,"Fc fragment of IgG, low affinity IIIb, receptor (CD16b)",2215.0,1
FCGRT,"Fc fragment of IgG, receptor, transporter, alpha",2217.0,19
FCN1,ficolin (collagen/fibrinogen domain containing) 1,2219.0,9
FDFT1,farnesyl-diphosphate farnesyltransferase 1,2222.0,8
FDX1,ferredoxin 1,2230.0,11
FDXR,ferredoxin reductase,2232.0,17
FECH,ferrochelatase,2235.0,18
GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",2557.0,4
EGR1,early growth response 1,1958.0,5
EGR3,early growth response 3,1960.0,8
EGR4,early growth response 4,1961.0,2
EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",1962.0,3
EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964.0,X
EIF2S1,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",1965.0,14
EIF2B1,"eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa",1967.0,12
EIF2S3,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa",1968.0,X
EPHA2,EPH receptor A2,1969.0,1
EIF4A1,eukaryotic translation initiation factor 4A1,1973.0,17
EIF4A2,eukaryotic translation initiation factor 4A2,1974.0,3
EIF4B,eukaryotic translation initiation factor 4B,1975.0,12
EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,1978.0,8
EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,1979.0,10
EIF5,eukaryotic translation initiation factor 5,1983.0,14
EIF5A,eukaryotic translation initiation factor 5A,1984.0,17
CELA1,"chymotrypsin-like elastase family, member 1",1990.0,12
ELANE,"elastase, neutrophil expressed",1991.0,19
SERPINB1,"serpin peptidase inhibitor, clade B (ovalbumin), member 1",1992.0,6
ELAVL2,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",1993.0,9
ELAVL1,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",1994.0,19
ELAVL3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",1995.0,19
ELF1,E74-like factor 1 (ets domain transcription factor),1997.0,13
ELK3,"ELK3, ETS-domain protein (SRF accessory protein 2)",2004.0,12
EMD,emerin,2010.0,X
EMP1,epithelial membrane protein 1,2012.0,12
EMP2,epithelial membrane protein 2,2013.0,16
EMP3,epithelial membrane protein 3,2014.0,19
EMR1,"egf-like module containing, mucin-like, hormone receptor-like 1",2015.0,19
EMX1,empty spiracles homeobox 1,2016.0,2
CTTN,cortactin,2017.0,11
EMX2,empty spiracles homeobox 2,2018.0,10
EN1,engrailed homeobox 1,2019.0,2
EN2,engrailed homeobox 2,2020.0,7
ENDOG,endonuclease G,2021.0,9
ENO1,"enolase 1, (alpha)",2023.0,1
ENO2,"enolase 2 (gamma, neuronal)",2026.0,12
ENPEP,glutamyl aminopeptidase (aminopeptidase A),2028.0,4
EP300,E1A binding protein p300,2033.0,22
EPAS1,endothelial PAS domain protein 1,2034.0,2
EPB41L2,erythrocyte membrane protein band 4.1-like 2,2037.0,6
EPHA1,EPH receptor A1,2041.0,7
EPHA3,EPH receptor A3,2042.0,3
GABRA5,"gamma-aminobutyric acid (GABA) A receptor, alpha 5",2558.0,15
GABRA6,"gamma-aminobutyric acid (GABA) A receptor, alpha 6",2559.0,5
GATA3,GATA binding protein 3,2625.0,10
GATA4,GATA binding protein 4,2626.0,8
GATA6,GATA binding protein 6,2627.0,18
GATM,glycine amidinotransferase (L-arginine:glycine amidinotransferase),2628.0,15
GBAS,glioblastoma amplified sequence,2631.0,7
GBE1,"glucan (1,4-alpha-), branching enzyme 1",2632.0,3
GBP1,"guanylate binding protein 1, interferon-inducible",2633.0,1
GBP2,"guanylate binding protein 2, interferon-inducible",2634.0,1
GBP3,guanylate binding protein 3,2635.0,1
GBX2,gastrulation brain homeobox 2,2637.0,2
GC,group-specific component (vitamin D binding protein),2638.0,4
GCDH,glutaryl-CoA dehydrogenase,2639.0,19
GCG,glucagon,2641.0,2
GCGR,glucagon receptor,2642.0,17
GCHFR,GTP cyclohydrolase I feedback regulator,2644.0,15
GCKR,glucokinase (hexokinase 4) regulator,2646.0,2
BLOC1S1,"biogenesis of lysosomal organelles complex-1, subunit 1",2647.0,12
KAT2A,K(lysine) acetyltransferase 2A,2648.0,17
GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",2651.0,6
OPN1MW,"opsin 1 (cone pigments), medium-wave-sensitive",2652.0,X
GDF1,growth differentiation factor 1,2657.0,19
GDF2,growth differentiation factor 2,2658.0,10
MSTN,myostatin,2660.0,2
GDF9,growth differentiation factor 9,2661.0,5
GDF10,growth differentiation factor 10,2662.0,10
GDI1,GDP dissociation inhibitor 1,2664.0,X
GFAP,glial fibrillary acidic protein,2670.0,17
GFER,"growth factor, augmenter of liver regeneration",2671.0,16
GFPT1,glutamine--fructose-6-phosphate transaminase 1,2673.0,2
GFRA2,GDNF family receptor alpha 2,2675.0,8
GFRA3,GDNF family receptor alpha 3,2676.0,5
GGCX,gamma-glutamyl carboxylase,2677.0,2
B4GALT1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",2683.0,9
GH1,growth hormone 1,2688.0,17
GH2,growth hormone 2,2689.0,17
GHR,growth hormone receptor,2690.0,5
GHRH,growth hormone releasing hormone,2691.0,20
GHRHR,growth hormone releasing hormone receptor,2692.0,7
GIF,gastric intrinsic factor (vitamin B synthesis),2694.0,11
GIP,gastric inhibitory polypeptide,2695.0,17
GIPR,gastric inhibitory polypeptide receptor,2696.0,19
GJA1,"gap junction protein, alpha 1, 43kDa",2697.0,6
GJA3,"gap junction protein, alpha 3, 46kDa",2700.0,13
GJA4,"gap junction protein, alpha 4, 37kDa",2701.0,1
GJA5,"gap junction protein, alpha 5, 40kDa",2702.0,1
GJA8,"gap junction protein, alpha 8, 50kDa",2703.0,1
GJB2,"gap junction protein, beta 2, 26kDa",2706.0,13
GJB3,"gap junction protein, beta 3, 31kDa",2707.0,1
GJB5,"gap junction protein, beta 5, 31.1kDa",2709.0,1
GK2,glycerol kinase 2,2712.0,4
GLA,"galactosidase, alpha",2717.0,X
GPC3,glypican 3,2719.0,X
GCLC,"glutamate-cysteine ligase, catalytic subunit",2729.0,6
GLDC,glycine dehydrogenase (decarboxylating),2731.0,9
GLE1,GLE1 RNA export mediator homolog (yeast),2733.0,9
GLI2,GLI family zinc finger 2,2736.0,2
GLI3,GLI family zinc finger 3,2737.0,7
GLI4,GLI family zinc finger 4,2738.0,8
GLO1,glyoxalase I,2739.0,6
GLP1R,glucagon-like peptide 1 receptor,2740.0,6
GLRB,"glycine receptor, beta",2743.0,4
GLS,glutaminase,2744.0,2
FGFR3,fibroblast growth factor receptor 3,2261.0,4
GPC5,glypican 5,2262.0,13
FH,fumarate hydratase,2271.0,1
FHIT,fragile histidine triad,2272.0,3
FHL3,four and a half LIM domains 3,2275.0,1
FIGF,c-fos induced growth factor (vascular endothelial growth factor D),2277.0,X
FKBP1A,"FK506 binding protein 1A, 12kDa",2280.0,20
FKBP3,"FK506 binding protein 3, 25kDa",2287.0,14
FKBP4,"FK506 binding protein 4, 59kDa",2288.0,12
FOXF1,forkhead box F1,2294.0,16
FOXF2,forkhead box F2,2295.0,6
FOXC1,forkhead box C1,2296.0,6
RP11-79P5.6,forkhead box D1,2297.0,5
FOXD4,forkhead box D4,2298.0,9
FOXI1,forkhead box I1,2299.0,5
FOXL1,forkhead box L1,2300.0,16
FOXE3,forkhead box E3,2301.0,1
FOXJ1,forkhead box J1,2302.0,17
FOXC2,"forkhead box C2 (MFH-1, mesenchyme forkhead 1)",2303.0,16
FOXE1,forkhead box E1 (thyroid transcription factor 2),2304.0,9
FOXD2,forkhead box D2,2306.0,1
FOXS1,forkhead box S1,2307.0,20
FOXO1,forkhead box O1,2308.0,13
FLI1,Friend leukemia virus integration 1,2313.0,11
FLII,flightless I homolog (Drosophila),2314.0,17
MLANA,melan-A,2315.0,9
FLNB,"filamin B, beta",2317.0,3
FLOT2,flotillin 2,2319.0,17
FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor),2321.0,13
FLT3,fms-related tyrosine kinase 3,2322.0,13
FLT3LG,fms-related tyrosine kinase 3 ligand,2323.0,19
FMO1,flavin containing monooxygenase 1,2326.0,1
FMO2,flavin containing monooxygenase 2 (non-functional),2327.0,1
FMO3,flavin containing monooxygenase 3,2328.0,1
FMO4,flavin containing monooxygenase 4,2329.0,1
FMOD,fibromodulin,2331.0,1
FMR1,fragile X mental retardation 1,2332.0,X
AFF2,"AF4/FMR2 family, member 2",2334.0,X
FN1,fibronectin 1,2335.0,2
FNTB,"farnesyltransferase, CAAX box, beta",2342.0,14
FOLH1,folate hydrolase (prostate-specific membrane antigen) 1,2346.0,11
FOLR3,folate receptor 3 (gamma),2352.0,11
FOS,FBJ murine osteosarcoma viral oncogene homolog,2353.0,14
FOSL2,FOS-like antigen 2,2355.0,2
FPR1,formyl peptide receptor 1,2357.0,19
FPR2,formyl peptide receptor 2,2358.0,19
FPR3,formyl peptide receptor 3,2359.0,19
FRK,fyn-related kinase,2444.0,6
MTOR,mechanistic target of rapamycin (serine/threonine kinase),2475.0,1
FRG1,FSHD region gene 1,2483.0,4
FRZB,frizzled-related protein,2487.0,2
FSHB,"follicle stimulating hormone, beta polypeptide",2488.0,11
CENPI,centromere protein I,2491.0,X
FSHR,follicle stimulating hormone receptor,2492.0,2
FTHL16,"ferritin, heavy polypeptide 1",2495.0,11
FTL,"ferritin, light polypeptide",2512.0,19
ADAM2,ADAM metallopeptidase domain 2,2515.0,8
NR5A1,"nuclear receptor subfamily 5, group A, member 1",2516.0,9
FUCA1,"fucosidase, alpha-L- 1, tissue",2517.0,1
FUCA2,"fucosidase, alpha-L- 2, plasma",2519.0,6
GAST,gastrin,2520.0,17
FUS,fused in sarcoma,2521.0,16
FUT1,"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)",2523.0,19
FUT4,"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)",2526.0,11
FUT5,"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)",2527.0,19
FUT7,"fucosyltransferase 7 (alpha (1,3) fucosyltransferase)",2529.0,9
KDSR,3-ketodihydrosphingosine reductase,2531.0,18
DARC,"Duffy blood group, chemokine receptor",2532.0,1
FZD2,frizzled family receptor 2,2535.0,17
IFI6,"interferon, alpha-inducible protein 6",2537.0,1
G6PC,"glucose-6-phosphatase, catalytic subunit",2538.0,17
G6PD,glucose-6-phosphate dehydrogenase,2539.0,X
SLC37A4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",2542.0,11
XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,2547.0,22
GLUD1,glutamate dehydrogenase 1,2746.0,10
GLUD2,glutamate dehydrogenase 2,2747.0,X
GM2A,GM2 ganglioside activator,2760.0,5
GMDS,"GDP-mannose 4,6-dehydratase",2762.0,6
GMFB,"glia maturation factor, beta",2764.0,14
GML,glycosylphosphatidylinositol anchored molecule like protein,2765.0,8
GMPR,guanosine monophosphate reductase,2766.0,6
GNA11,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)",2767.0,19
GNA12,guanine nucleotide binding protein (G protein) alpha 12,2768.0,7
GNA15,"guanine nucleotide binding protein (G protein), alpha 15 (Gq class)",2769.0,19
GNAI1,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1",2770.0,7
GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",2771.0,3
GNAI3,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",2773.0,1
GNAL,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type",2774.0,18
GNAO1,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",2775.0,16
GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",2776.0,9
GNAT2,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2",2780.0,1
GNAZ,"guanine nucleotide binding protein (G protein), alpha z polypeptide",2781.0,22
GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1",2782.0,1
GNB2,"guanine nucleotide binding protein (G protein), beta polypeptide 2",2783.0,7
GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3",2784.0,12
GNG3,"guanine nucleotide binding protein (G protein), gamma 3",2785.0,11
GNG5,"guanine nucleotide binding protein (G protein), gamma 5",2787.0,1
AC005512.1,"guanine nucleotide binding protein (G protein), gamma 7",2788.0,19
DNAJC25-GNG10,DNAJC25-GNG10 readthrough,552891.0,9
GNG11,"guanine nucleotide binding protein (G protein), gamma 11",2791.0,7
GNGT1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1",2792.0,7
GNGT2,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",2793.0,17
GNL1,guanine nucleotide binding protein-like 1,2794.0,6
GNRH2,gonadotropin-releasing hormone 2,2797.0,20
GNS,glucosamine (N-acetyl)-6-sulfatase,2799.0,12
GOLGA1,golgin A1,2800.0,9
GOLGA2,golgin A2,2801.0,9
GOLGA3,golgin A3,2802.0,12
GOLGA4,golgin A4,2803.0,3
